"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment","database","comparison"
"GO:0006614","SRP-dependent cotranslational protein targeting to membrane",92,-0.500410047819637,-1.52634171451579,0.0100755667506297,1,1,7094,"tags=77%, list=43%, signal=44%","6206/6234/9349/6124/23521/6168/6189/6142/6191/6136/6122/6224/6175/6176/6155/6141/6231/6156/6230/6208/6235/6194/6217/29927/25873/6130/6139/9045/6223/6232/6154/6187/6146/6218/6144/6209/6228/6143/6132/6204/6170/6134/6227/6135/6233/6210/4736/6157/6159/6188/6164/6165/6207/6747/6222/6161/6173/6171/10952/6160/6137/6202/6169/6728/6152/6726/6229/6731/58477/6133","GO","12"
"GO:0045047","protein targeting to ER",101,-0.478790510679341,-1.48635497862504,0.0124378109452736,1,1,7094,"tags=76%, list=43%, signal=44%","6206/6234/9349/6124/23521/6168/6189/6142/6191/6136/6122/28972/6224/6175/6176/6155/60559/7095/6141/6231/6156/6230/6208/6235/6194/6217/29927/25873/6130/6139/9045/6223/6232/6154/6187/6146/6218/6144/6209/6228/6143/6132/6204/6170/6134/6227/6135/6233/6210/23480/4736/6157/6159/6188/6164/6165/6207/6747/6222/6161/6173/6171/10952/6160/9789/6137/6202/6169/6728/6152/6726/6229/29082/6731/58477/6133","GO","12"
"GO:0007268","chemical synaptic transmission",411,0.383798970435248,1.32683265567331,0.0145348837209302,1,1,1801,"tags=18%, list=11%, signal=16%","9627/2834/6582/1145/2915/8001/2903/2562/5923/9229/4761/2898/5270/114088/2900/6865/64084/6853/57717/4884/56127/7143/1837/6507/815/2914/6543/2570/2257/27185/2668/3362/6770/25769/79608/9379/22997/3814/23025/57053/1269/5649/1006/1813/8913/30819/1136/347730/40/152330/9254/57468/5021/766/9495/2890/6532/3777/2743/9610/320/440279/1742/1960/4857/116372/84902/9127/409/6327/440275/6324/56853/54413","GO","12"
"GO:0098916","anterograde trans-synaptic signaling",411,0.383798970435248,1.32683265567331,0.0145348837209302,1,1,1801,"tags=18%, list=11%, signal=16%","9627/2834/6582/1145/2915/8001/2903/2562/5923/9229/4761/2898/5270/114088/2900/6865/64084/6853/57717/4884/56127/7143/1837/6507/815/2914/6543/2570/2257/27185/2668/3362/6770/25769/79608/9379/22997/3814/23025/57053/1269/5649/1006/1813/8913/30819/1136/347730/40/152330/9254/57468/5021/766/9495/2890/6532/3777/2743/9610/320/440279/1742/1960/4857/116372/84902/9127/409/6327/440275/6324/56853/54413","GO","12"
"GO:0099536","synaptic signaling",413,0.385619619294129,1.33352974895683,0.0145348837209302,1,1,1801,"tags=18%, list=11%, signal=17%","9627/2834/6582/1145/2915/8001/2903/2562/5923/9229/4761/2898/5270/114088/2900/6865/64084/6853/57717/4884/56127/7143/1837/6507/815/2914/6543/2570/2257/27185/2668/3362/6770/25769/79608/9379/22997/3814/23025/57053/1269/5649/4842/1006/1813/8913/30819/1136/347730/40/152330/9254/57468/5021/766/9495/2890/6532/3777/2743/9610/320/440279/1742/1960/4857/116372/84902/9127/409/6327/440275/6324/56853/54413","GO","12"
"GO:0099537","trans-synaptic signaling",413,0.385619619294129,1.33352974895683,0.0145348837209302,1,1,1801,"tags=18%, list=11%, signal=17%","9627/2834/6582/1145/2915/8001/2903/2562/5923/9229/4761/2898/5270/114088/2900/6865/64084/6853/57717/4884/56127/7143/1837/6507/815/2914/6543/2570/2257/27185/2668/3362/6770/25769/79608/9379/22997/3814/23025/57053/1269/5649/4842/1006/1813/8913/30819/1136/347730/40/152330/9254/57468/5021/766/9495/2890/6532/3777/2743/9610/320/440279/1742/1960/4857/116372/84902/9127/409/6327/440275/6324/56853/54413","GO","12"
"GO:0007600","sensory perception",343,0.395458530078735,1.33943726969131,0.0146412884333821,1,1,2110,"tags=22%, list=13%, signal=19%","554225/83872/1302/1417/80036/340990/388551/3249/2903/2562/343035/57731/768206/53904/54831/346528/5270/24/50939/8787/1285/6507/2570/6335/6121/50840/25769/259236/50831/796/50617/57053/59344/1269/117532/1813/55084/259295/4935/7345/40/9288/10804/23746/5995/10941/2700/3617/1415/79955/778/2743/948/127534/220074/5949/7439/623/409/4311/84197/2055/611/26519/10319/10893/50832/255022/10052/64072/55212/92840/442197/4204/5020","GO","12"
"GO:0006613","cotranslational protein targeting to membrane",97,-0.485675334515009,-1.49141527130694,0.0151133501259446,1,1,7094,"tags=76%, list=43%, signal=44%","23204/6206/6234/9349/6124/23521/6168/6189/6142/6191/6136/6122/6224/6175/6176/6155/7095/6141/6231/6156/6230/6208/6235/6194/6217/29927/25873/6130/6139/9045/6223/6232/6154/6187/6146/6218/6144/6209/6228/6143/6132/6204/6170/6134/6227/6135/6233/6210/4736/6157/6159/6188/6745/6164/6165/6207/6747/6222/6161/6173/6171/10952/6160/6137/6202/6169/6728/6152/6726/6229/6731/58477/6133","GO","12"
"GO:1901616","organic hydroxy compound catabolic process",56,-0.556285323965924,-1.56760598047689,0.0170316301703163,1,1,2992,"tags=30%, list=18%, signal=25%","57016/51302/127/4128/8074/10858/4923/6818/57026/4504/222/1594/6718/6531/27233/55586","GO","12"
"GO:0072599","establishment of protein localization to endoplasmic reticulum",105,-0.449526590794857,-1.40568284414233,0.0174563591022444,1,1,7094,"tags=75%, list=43%, signal=43%","6206/6234/9349/6124/23521/22930/6168/6189/6142/6191/6136/6122/28972/6224/6175/6176/6155/60559/7095/6141/6231/6156/6230/6208/6235/6194/6217/29927/25873/6130/6139/9045/6223/6232/6154/6187/6146/6218/6144/6209/6228/6143/6132/6204/6170/6134/6227/6135/6233/6210/23480/4736/6157/6159/6188/6164/6165/6207/6747/6222/6161/6173/6171/10952/6160/9789/6137/6202/25782/6169/6728/6152/6726/6229/29082/6731/58477/6133","GO","12"
