"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment","database","comparison"
"R-HSA-391160","Signal regulatory protein (SIRP) family interactions",12,-0.824242272468413,-1.8421524153789,0.00260416666666667,0.234088246778602,0.229967734643129,91,"tags=33%, list=1%, signal=33%","729238/10326/653509","REACTOME","0"
"R-HSA-191273","Cholesterol biosynthesis",23,-0.705993962232801,-1.82252219668965,0.00277008310249307,0.234088246778602,0.229967734643129,4053,"tags=87%, list=25%, signal=66%","64801/7108/1595/2224/3930/3422/9453/6309/4597/4598/10682/3157/50814/1718/6307/3156/6713/2222/39","REACTOME","0"
"R-HSA-156902","Peptide chain elongation",88,-0.610493515046807,-2.0498842600133,0.00343642611683849,0.234088246778602,0.229967734643129,5016,"tags=85%, list=30%, signal=60%","6227/6167/6181/6152/6205/6231/6141/6169/6234/6154/6207/6192/6156/1938/6134/6201/6224/6210/6160/6135/6176/6233/6168/6171/6166/6139/6128/6164/7311/6165/6228/11224/6223/6235/6204/6217/6142/6170/6206/6143/6138/6124/6125/23521/6173/6193/6188/6208/2197/6191/9349/6137/6146/6157/6218/6202/6132/6122/1915/6130/6129/6155/9045/6159/6187/6222/3921/6136/6229/6161/4736/6189/6175/6147","REACTOME","0"
"R-HSA-192823","Viral mRNA Translation",88,-0.60018617818109,-2.01527480539515,0.00343642611683849,0.234088246778602,0.229967734643129,5077,"tags=84%, list=31%, signal=59%","25873/6227/6167/6181/6152/6205/6231/6141/6169/6234/6154/6207/6192/6156/6134/6201/6224/6210/6160/6135/6176/6233/6168/6171/6166/6139/6128/6164/7311/6165/6228/11224/6223/6235/6204/6217/6142/6170/6206/6143/6138/6124/6125/23521/6173/6193/6188/6208/2197/6191/9349/6137/6146/6157/6218/6202/6132/6122/6130/6129/6155/9045/6159/6187/6222/3921/6136/6229/6161/4736/6189/6175/6147","REACTOME","0"
"R-HSA-2408557","Selenocysteine synthesis",91,-0.598608754752861,-1.99923283813078,0.00352112676056338,0.234088246778602,0.229967734643129,5016,"tags=82%, list=30%, signal=58%","6227/6167/6181/6152/6205/6231/6141/6169/6234/6154/6207/6192/6156/6134/6201/6224/6210/6160/6135/6176/6233/6168/6171/6166/6139/6128/6164/7311/118672/6165/6228/11224/6223/6235/6204/6217/6142/6170/6206/6143/6138/6124/6125/23521/6173/6193/6188/6208/2197/6191/9349/6137/6146/6157/6218/6202/6132/6122/6130/6129/6155/9045/6159/6187/6222/3921/6136/6229/6161/4736/6189/6175/6147/60678","REACTOME","0"
"R-HSA-975956","Nonsense Mediated Decay (NMD) independent of the Exon Junction Complex (EJC)",94,-0.573852874586909,-1.91818467094135,0.00354609929078014,0.234088246778602,0.229967734643129,5016,"tags=80%, list=30%, signal=56%","6227/6167/6181/6152/6205/6231/6141/6169/6234/6154/6207/6192/6156/6134/6201/6224/2935/6210/6160/6135/6176/6233/6168/6171/6166/6139/6128/6164/7311/6165/2107/6228/11224/6223/6235/6204/6217/6142/6170/6206/6143/6138/6124/6125/23521/6173/6193/6188/6208/2197/6191/9349/6137/6146/6157/6218/6202/6132/6122/6130/6129/6155/9045/6159/6187/6222/3921/6136/6229/6161/4736/6189/6175/6147","REACTOME","0"
"R-HSA-156842","Eukaryotic Translation Elongation",92,-0.605674799140472,-2.01536412585835,0.00364963503649635,0.234088246778602,0.229967734643129,5110,"tags=85%, list=31%, signal=59%","25873/6227/6167/6181/6152/6205/6231/6141/6169/6234/6154/6207/6192/6156/1938/6134/6201/6224/6210/6160/6135/6176/6233/6168/6171/6166/6139/6128/6164/7311/6165/6228/11224/6223/6235/6204/6217/6142/6170/6206/6143/6138/1933/6124/6125/23521/6173/6193/6188/6208/2197/6191/9349/6137/1937/6146/6157/6218/6202/6132/6122/1915/6130/6129/6155/9045/6159/6187/6222/3921/6136/6229/6161/4736/6189/6175/6147","REACTOME","0"
"R-HSA-72764","Eukaryotic Translation Termination",92,-0.599466333055544,-1.99470564734492,0.00364963503649635,0.234088246778602,0.229967734643129,5016,"tags=83%, list=30%, signal=58%","6227/6167/6181/6152/6205/6231/6141/6169/6234/6154/6207/6192/6156/6134/6201/6224/2935/6210/6160/6135/6176/6233/6168/6171/6166/6139/6128/6164/7311/6165/2107/6228/11224/6223/6235/6204/6217/6142/6170/6206/6143/6138/6124/6125/23521/6173/6193/6188/6208/2197/6191/9349/6137/6146/6157/6218/6202/6132/6122/6130/6129/6155/9045/6159/6187/6222/3921/6136/6229/6161/327/4736/6189/6175/6147","REACTOME","0"
"R-HSA-163200","Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",110,-0.539223674244228,-1.8487850055505,0.00371747211895911,0.234088246778602,0.229967734643129,5524,"tags=72%, list=33%, signal=48%","4722/522/84987/4695/6392/1329/4729/4731/4709/1327/539/6341/2109/7351/10632/29796/4707/4705/4708/4726/4718/4717/25915/4724/509/1340/51300/4725/10975/4706/2108/126328/29078/80219/2110/4701/4694/7388/51079/27089/517/1350/1345/7386/7385/285521/515/51241/4715/7384/9551/521/1349/4702/4697/514/55967/9481/506/498/6390/1337/6391/27109/1351/51295/518/80224/9997/4711/10476/4714/1537/54205/4704/516/91942/7352","REACTOME","0"
"R-HSA-72689","Formation of a pool of free 40S subunits",101,-0.570856508277724,-1.92524691897185,0.00373134328358209,0.234088246778602,0.229967734643129,5016,"tags=79%, list=30%, signal=55%","6227/6167/6181/8664/6152/6205/6231/6141/8662/6169/6234/6154/8667/6207/6192/6156/6134/6201/6224/6210/6160/6135/6176/6233/6168/6171/6166/6139/6128/6164/7311/10480/6165/6228/11224/6223/6235/6204/6217/51386/6142/6170/6206/6143/6138/6124/6125/23521/6173/6193/6188/6208/2197/6191/9349/6137/6146/6157/6218/6202/6132/6122/6130/6129/8668/6155/9045/6159/6187/6222/3921/6136/6229/6161/4736/6189/6175/27335/6147","REACTOME","0"
"R-HSA-72613","Eukaryotic Translation Initiation",119,-0.551495151402439,-1.92068053416335,0.00380228136882129,0.234088246778602,0.229967734643129,5150,"tags=73%, list=31%, signal=51%","1981/25873/6227/6167/6181/8664/6152/6205/6231/6141/8662/6169/6234/6154/8667/6207/6192/6156/6134/6201/6224/6210/6160/6135/1967/6176/6233/6168/6171/6166/6139/6128/6164/7458/7311/10480/6165/6228/11224/6223/1965/6235/6204/6217/51386/6142/6170/6206/6143/6138/6124/6125/23521/6173/6193/6188/6208/9669/2197/6191/9349/6137/1973/6146/6157/6218/6202/6132/6122/6130/6129/8668/6155/9045/6159/6187/6222/3921/6136/6229/6161/4736/6189/6175/27335/6147","REACTOME","0"
"R-HSA-72737","Cap-dependent Translation Initiation",119,-0.551495151402439,-1.92068053416335,0.00380228136882129,0.234088246778602,0.229967734643129,5150,"tags=73%, list=31%, signal=51%","1981/25873/6227/6167/6181/8664/6152/6205/6231/6141/8662/6169/6234/6154/8667/6207/6192/6156/6134/6201/6224/6210/6160/6135/1967/6176/6233/6168/6171/6166/6139/6128/6164/7458/7311/10480/6165/6228/11224/6223/1965/6235/6204/6217/51386/6142/6170/6206/6143/6138/6124/6125/23521/6173/6193/6188/6208/9669/2197/6191/9349/6137/1973/6146/6157/6218/6202/6132/6122/6130/6129/8668/6155/9045/6159/6187/6222/3921/6136/6229/6161/4736/6189/6175/27335/6147","REACTOME","0"
"R-HSA-156827","L13a-mediated translational silencing of Ceruloplasmin expression",111,-0.56164690492294,-1.91965823530427,0.00381679389312977,0.234088246778602,0.229967734643129,5150,"tags=77%, list=31%, signal=53%","1981/25873/6227/6167/6181/8664/6152/6205/6231/6141/8662/6169/6234/6154/8667/6207/6192/6156/6134/6201/6224/6210/6160/6135/6176/6233/6168/6171/6166/6139/6128/6164/7458/7311/10480/6165/6228/11224/6223/1965/6235/6204/6217/51386/6142/6170/6206/6143/6138/6124/6125/23521/6173/6193/6188/6208/2197/6191/9349/6137/1973/6146/6157/6218/6202/6132/6122/6130/6129/8668/6155/9045/6159/6187/6222/3921/6136/6229/6161/4736/6189/6175/27335/6147","REACTOME","0"
