"ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalues","rank","leading_edge","core_enrichment","database","comparison"
"GO:0098542","defense response to other organism",315,0.515549766476873,1.69928940881431,0.00118483412322275,0.212597594429204,0.212597594429204,2177,"tags=22%, list=13%, signal=19%","3627/10964/91543/3434/51191/4939/4600/646627/26525/9636/8638/64170/114548/4599/3437/3593/3433/4940/25939/684/8519/55601/64135/90865/79132/4057/116071/200315/57379/3665/4938/23586/919/10578/124912/10060/920/3428/6772/2268/6693/6773/7100/5027/84166/5610/10392/5320/3347/10410/24138/58484/5371/940/2633/3592/3273/3932/55337/56829/338376/727897/7706/64581/81622/9844/5788/84868","GO","24"
"GO:0043903","regulation of symbiosis, encompassing mutualism through parasitism",257,0.481701834949165,1.56576255342294,0.00123456790123457,0.212597594429204,0.212597594429204,1865,"tags=14%, list=11%, signal=13%","91543/3434/51191/9636/8638/4599/3593/27074/4940/684/8519/55601/79132/4057/200315/4938/3249/23586/919/7023/920/3428/84875/6772/6693/5091/5610/10410/91392/24138/5371/940/5430/3932/55337/56829","GO","24"
"GO:0009615","response to virus",253,0.582608218498095,1.88677800600146,0.0012453300124533,0.212597594429204,0.212597594429204,2444,"tags=24%, list=15%, signal=21%","3627/10964/91543/3434/51191/4939/4600/9636/8638/10561/64170/114548/4599/3437/3593/3433/4940/25939/684/8519/55601/64135/90865/79132/200315/3665/4938/23586/919/124912/10060/920/59/3428/6772/2268/6693/6773/84166/5610/10410/24138/5371/940/2633/3592/3932/55337/56829/338376/7706/81622/9844/5788/8517/10859/602/10581/3965/26007","GO","24"
"GO:0050792","regulation of viral process",241,0.506856889187174,1.63466057843616,0.00125786163522013,0.212597594429204,0.212597594429204,2444,"tags=18%, list=15%, signal=15%","91543/3434/51191/9636/8638/4599/3593/27074/4940/684/8519/55601/79132/4057/200315/4938/3249/23586/919/7023/920/3428/84875/6772/6693/5091/5610/10410/91392/24138/5371/940/5430/3932/55337/56829/7706/9844/10859/10581/6890/3965/26007","GO","24"
"GO:0051607","defense response to virus",187,0.654278563849571,2.06078458180506,0.00129366106080207,0.212597594429204,0.212597594429204,2168,"tags=26%, list=13%, signal=23%","3627/10964/91543/3434/51191/4939/4600/9636/8638/64170/114548/4599/3437/3593/3433/4940/25939/684/8519/55601/64135/90865/79132/200315/3665/4938/23586/919/10060/920/3428/6772/6693/6773/84166/5610/10410/24138/5371/940/2633/3932/55337/56829/338376/7706/81622/9844/5788","GO","24"
"GO:1903900","regulation of viral life cycle",166,0.53198687110104,1.66606372159072,0.00131406044678055,0.212597594429204,0.212597594429204,1865,"tags=16%, list=11%, signal=15%","91543/3434/9636/8638/4599/27074/4940/684/8519/4057/200315/4938/3249/7023/920/3428/84875/5091/5610/10410/91392/24138/5371/940/5430/55337/56829","GO","24"
"GO:0043901","negative regulation of multi-organism process",130,0.558209906615798,1.68101533491005,0.00136798905608755,0.212597594429204,0.212597594429204,2901,"tags=28%, list=18%, signal=24%","91543/3434/9636/8638/4599/3593/4940/684/8519/79132/4057/200315/4938/7783/7023/3428/84875/6772/5610/10410/24138/5371/55337/56829/7706/84868/10581/26007/23005/5071/6737/5016/103/59307/4277/7784/85363","GO","24"
"GO:0019079","viral genome replication",104,0.592069479511004,1.73668681013166,0.00137551581843191,0.212597594429204,0.212597594429204,1865,"tags=19%, list=11%, signal=17%","91543/3434/9636/8638/4599/4940/684/8519/4057/200315/4938/3428/84875/5610/10410/24138/10332/940/55337/56829","GO","24"
"GO:0048525","negative regulation of viral process",97,0.623376628260528,1.80457731070658,0.00137931034482759,0.212597594429204,0.212597594429204,2901,"tags=31%, list=18%, signal=26%","91543/3434/9636/8638/4599/4940/684/8519/79132/4057/200315/4938/7023/3428/84875/6772/5610/10410/24138/5371/55337/56829/7706/10581/26007/5071/6737/103/4277/85363","GO","24"
"GO:0045069","regulation of viral genome replication",76,0.672306638421663,1.89573663806435,0.00141442715700141,0.212597594429204,0.212597594429204,1865,"tags=25%, list=11%, signal=22%","91543/3434/9636/8638/4599/4940/684/8519/4057/200315/4938/3428/84875/5610/10410/24138/940/55337/56829","GO","24"
"GO:1903901","negative regulation of viral life cycle",77,0.653201266372678,1.83970926155949,0.00141643059490085,0.212597594429204,0.212597594429204,2038,"tags=27%, list=12%, signal=24%","91543/3434/9636/8638/4599/4940/684/8519/4057/200315/4938/7023/3428/84875/5610/10410/24138/5371/55337/56829/7706","GO","24"
"GO:0034340","response to type I interferon",69,0.77987455532183,2.1574655500541,0.00145560407569141,0.212597594429204,0.212597594429204,1237,"tags=32%, list=7%, signal=30%","91543/3434/4939/11274/4600/9636/8638/54739/4599/3437/3433/4940/25939/684/8519/3665/4938/3429/6772/6773/2537/84166","GO","24"
"GO:0060337","type I interferon signaling pathway",65,0.797299785349794,2.18511119484101,0.00147710487444609,0.212597594429204,0.212597594429204,1237,"tags=34%, list=7%, signal=31%","91543/3434/4939/11274/4600/9636/8638/54739/4599/3437/3433/4940/25939/684/8519/3665/4938/3429/6772/6773/2537/84166","GO","24"
"GO:0071357","cellular response to type I interferon",65,0.797299785349794,2.18511119484101,0.00147710487444609,0.212597594429204,0.212597594429204,1237,"tags=34%, list=7%, signal=31%","91543/3434/4939/11274/4600/9636/8638/54739/4599/3437/3433/4940/25939/684/8519/3665/4938/3429/6772/6773/2537/84166","GO","24"
"GO:0019221","cytokine-mediated signaling pathway",447,0.425321131926612,1.43337935252875,0.00221483942414175,0.297526762643042,0.297526762643042,3189,"tags=22%, list=19%, signal=18%","3627/91543/3434/4939/11274/4600/26525/6373/9636/8638/54739/4599/3437/1441/3593/94030/3119/3433/3595/4940/5618/25939/684/8519/347730/6361/80059/3665/4938/3560/57689/6358/6360/920/3429/6772/1436/6773/127435/2537/79883/5798/4982/84166/3563/5196/10410/10673/55072/3430/2057/5371/2633/7850/1101/338376/2811/8877/7706/115650/53905/5788/90268/9173/970/8517/25999/10581/3590/5071/1438/9020/10346/65078/6376/3570/1233/10803/9253/6737/103/59307/3117/85363/10616/5698/10379/6777/6672/8904/4486/10062/8764/353376/6778/376497/56928/958","GO","24"
"GO:0015672","monovalent inorganic cation transport",391,0.416376761535492,1.39157470547715,0.00566893424036281,0.713931405895692,0.713931405895692,1947,"tags=18%, list=12%, signal=16%","432369/159963/3781/57835/23416/9992/93107/57731/40/83697/3792/347732/30818/6553/51296/286183/3753/150094/6339/50617/26266/7352/10991/64849/3249/90134/3759/11280/10060/117155/3763/9311/2900/92270/3748/2258/245972/65268/9058/79570/1813/5027/29850/482/4846/9498/3770/8911/534/388591/3757/440567/285641/54207/7881/3762/6546/284111/4878/3779/9132/10089/55151/3765/6332/2898/3755/125206/65266/142680/200010","GO","24"
"GO:0002831","regulation of response to biotic stimulus",118,0.514406851485554,1.53736435617274,0.00683994528043776,0.788341158059468,0.788341158059468,2901,"tags=22%, list=18%, signal=18%","3434/51191/3593/4064/55601/79132/4057/23586/919/920/6693/5610/10392/940/3592/3273/3932/9844/84868/10859/26007/23005/10666/59307/4277/85363","GO","24"
"GO:0043900","regulation of multi-organism process",325,0.419729849410501,1.38726199516773,0.00704225352112676,0.788341158059468,0.788341158059468,2457,"tags=16%, list=15%, signal=14%","91543/3434/51191/9636/8638/4599/3593/27074/4940/4064/684/8519/55601/79132/4057/200315/4938/3249/23586/919/2741/7783/7023/920/3428/84875/6772/6693/64518/5027/5091/5610/10392/10410/91392/24138/5371/940/5430/3932/55337/56829/22932/7706/9844/84868/10859/10581/6890/3965/26007/23005","GO","24"
